Annual_Income,Spending_Score,Purchase_Frequency,Average_Purchase_Value,Website_Visits,Customer_Age
57215.115350042746,73.73381564940765,16.165863003326333,102.33377007988265,8.786782441008972,3.8174885524390945
43404.97538990958,33.63031183325502,7.945370251010496,76.59507396148359,18.573631880623395,51.785188404465245
42056.90063878994,54.990263969931064,13.890479327692326,79.70560805769225,21.350654490689784,17.123434654662805
72187.88733591296,80.78705088761618,16.781073484069935,118.79994142954212,12.583167283283435,33.650708703162415
80343.60042856235,75.72832843748891,15.696340467023667,131.4863736250931,13.158095900363165,24.563961264486274
58919.848176294996,91.67602194509334,20.593903391894276,113.5504392149655,17.321632580467902,22.463822291349132
75052.99346838036,70.73038230142188,17.8820804753552,135.37709029761064,16.70245130255466,51.92992144854223
65424.54037571451,74.85427935845887,14.636638460937247,94.15849365195396,17.025168628972494,32.3875855842573
50323.203680923136,71.50132798141479,13.997744475278179,107.65578968886875,22.240141497648853,42.15804658076859
65420.934082626205,93.66529334023687,18.224638909580598,132.855732958702,14.75960276289798,37.43695305344979
83070.54849698953,75.48370758639932,9.416792643753144,116.67690967228407,9.631848814972129,43.72448992667746
59462.60941335073,87.30920316956002,13.550807288838346,111.64478992853194,8.547965274593395,38.92186269272307
83469.6548372101,90.18412351252192,22.62824132921186,136.57177731425256,13.864752238995882,22.604093309737166
20703.82343865383,42.60720755271279,16.325984273410768,46.486612901996374,14.76528739052804,49.95520183336568
72328.53756562836,88.01815728200972,17.455615473632324,121.31326697770527,22.41491609616085,32.07492100206425
61305.706023572566,78.77402056987825,18.545773974649038,103.93070748779724,13.493286996250024,19.321017216082986
55514.88974301199,67.30676507421924,16.029765224763494,116.45575932008867,15.704081373984643,32.86261806840905
61376.41164803253,77.5238678387197,25.865222601173667,119.8713859287001,17.693875196061093,56.00911748761173
30186.46628098661,54.25874379997437,16.497536304299885,82.06240456092962,19.7028339850823,48.20266090536192
56704.92168243732,75.15812646197487,15.889966194853931,112.54154877957315,24.874719561950663,33.81617438710569
65356.6885726762,85.83531988881617,15.008676661521148,110.65840235846484,12.379127906775063,33.80890754817885
82168.41067112274,105.16121456412716,15.954843223846357,140.03673436653543,12.828695197081018,34.14037938539141
52225.94672589529,58.95741304726867,14.45400286469197,99.72390843462611,18.51284436768388,62.92097580273009
47872.595956602185,90.05389132052397,16.239031462225686,94.1171300136762,17.599275397172953,42.58322542677864
52473.64434623195,51.963308612514155,8.5277351630841,98.96295523261671,19.945149851869367,43.16049976629284
73731.03176553111,82.72076810896283,15.468396563616844,124.89673582385117,16.97623171038891,50.363401448382106
64931.266644895266,84.84193205178292,14.481645796924253,115.86947300521166,12.907325375929037,40.86546990831816
52053.59694349442,74.04207684344698,21.167736431734742,107.35810742650115,18.71294025228966,34.89149425015156
67699.01149670035,74.39241169981426,18.80378102582049,121.01008266851437,20.07594863007778,35.643801810980264
61456.16324022061,74.7924754405596,16.19495339213409,108.48542408989181,18.140414742429684,37.14078488703123
74529.67485799333,79.78779556820767,21.408001751901228,135.7194315121904,18.45149664999956,37.5533331618819
49469.203591839716,63.78787458566171,14.800286110792111,86.33584680530522,18.70678459159425,46.73155452364376
55085.067801033474,81.54706165083033,14.648206643639758,112.63137731691971,19.071644354874618,38.62335062968759
54118.377703017635,76.04118148146105,20.97554945402813,109.27966035934912,21.821300800358546,46.79168092658695
38047.27577801822,55.89926951420439,15.001620558184634,77.93061206918806,17.09532571781396,37.03140103869701
64441.80415596864,87.66108124791369,15.037423724207683,122.11530083307106,13.842754795994887,38.94362228379309
63915.82908269834,81.4224926583851,16.64235786450694,106.47591753496997,15.579562105085373,14.02159178561471
60076.70184963691,84.17464229817175,14.99934158457149,121.13877492256083,19.325838341404875,48.995932096429776
56481.1929993728,80.1850042188598,12.879351439935963,107.0759775953728,10.596062748031844,42.15786171077591
38769.438869243786,54.97171321232555,16.024289624443757,76.5763399900217,16.28198012282473,49.976121318315826
53690.320158519615,66.61238169314207,20.7201071753817,108.72734664247156,14.642676903305066,3.2449354616757304
54859.282252098456,80.38850540249169,12.862573088916328,101.37993488875307,13.973751218414167,63.06049645736873
47965.84096167571,74.88320723134007,17.92138879477272,86.65143348330326,20.490224088861012,36.324924462137915
57580.71432500986,74.33941265536444,14.198984190939184,94.86344599896441,15.024091529361367,51.2981938008502
66060.76285221807,80.80973154441867,15.660083580368712,123.23273508075067,14.88377126673521,25.52112887449363
88292.78851815795,105.75232206877901,19.085666537600243,140.35028252569927,10.286275397360395,45.353286860750835
62618.66719247759,71.65548642712825,13.156350655029788,125.31921521920381,16.93191946061782,25.359013241916127
63863.25586084147,83.78892732820526,17.713903983065272,100.7233915290538,17.89610791948388,30.51477247165034
58883.311263507494,73.30806023376556,13.50335868583172,121.77818630333402,22.704026498971356,60.968376246401434
31218.431770514377,56.55424703003642,14.294507531844978,75.5282703201499,13.05723931974149,35.71181119083984
59602.291868261746,86.74914364082895,17.86165721777693,113.52824442963018,16.235098475988835,40.609194478156674
60903.4531491154,84.79623537934953,17.002591166303198,110.46259460638362,16.09831208473398,48.44081276826505
96948.6316872793,106.30427537237395,18.2229503197313,162.66343075104547,21.77669821497329,43.94818265567125
57114.58552828316,87.32353938851318,16.368216916571978,111.74292366428965,14.529282945423784,39.805026861722915
64523.210135004185,78.9239644973301,19.104768352076782,124.9192109900684,16.847516608704392,42.379532029594706
59479.32345442135,82.50712378560245,18.878820130713507,113.39599415795864,18.09523207808021,66.84098702285931
42469.82943570702,62.379230095489646,11.424218779927793,88.6239355655979,14.173702126603771,37.308574435596974
77142.34221772531,89.5270688555196,18.72705724461562,130.04427206222232,13.832382715182572,40.41318856057961
71278.9954903016,81.46596675050412,19.474056382690986,123.40981720073472,16.618576886400525,50.60785275209135
71865.47920564571,84.0892471733146,12.605171232633076,127.96359222610803,18.076078369229013,51.2663111954958
46359.18817807891,73.76708316121648,17.695143051322276,82.1846743013125,11.202481717752441,52.24436366672456
81041.91466404148,80.44294196609016,15.078570018075984,122.43360807363185,15.0554497020103,45.664762664350214
38972.23405811579,84.30721319172409,19.357877984538092,98.64123208698716,13.006880135604735,24.283941047234197
68802.85640700406,71.22154002920541,13.393453534753261,118.65839592370976,18.798222576125347,57.60117838761315
92856.83438714968,83.57221450441247,12.121185873668313,144.81385349809324,7.543608142965395,24.243855283775744
45141.955123039676,78.66628180882448,11.917314957674183,96.75593931109262,11.339507098215902,41.631625582868395
51505.53405595842,78.81994737320441,16.96724694596481,105.81416664813356,16.599021584047527,28.948689799767706
61494.77047631462,83.13806045631031,18.249876573610994,110.43191721636386,21.737059089020658,37.23033984088409
52447.86518825701,77.752174205597,13.949876255526323,97.32229706727732,13.921961832365946,41.94514892364177
36740.048534008005,61.921561391935654,16.20401158512247,83.07543513156372,12.640405368763947,41.856286585403275
61028.44462209041,67.64452305839593,10.16211827195251,100.25927162452852,20.573263759348112,43.063049050823416
44065.44429410843,67.19731215840231,14.881357427818397,94.21039120318513,8.672351626680543,57.364535228703765
67103.88645952773,73.49071476059552,12.390558614801957,102.87950352986321,4.921943757960259,43.44241161816776
46208.63648649295,77.47637922607328,14.665948560504514,105.43243327552742,16.159842368364686,35.070120376512214
83249.01607526309,88.47883583013646,18.414021388469713,142.42133026662202,13.51598951913047,49.56904601946029
48251.20061495644,60.695748401048746,11.523122164305454,94.57773784988694,9.372005380768783,52.27364586709569
55169.07725691487,69.88758793761899,14.329471557953372,110.98564030352657,17.132267256583425,23.26870621835609
72202.75826054504,87.45096949908327,21.13652385250581,140.506941615879,17.316160010836537,45.168800838198294
41537.03525349067,59.28497562405465,12.16207073503875,93.36598602325758,11.392306697564711,46.414072907730784
63411.899019061944,69.82493545577285,17.98081665456135,96.61487935071793,10.273027401684828,34.429237959680094
79607.14131423642,90.20115690346097,15.14105297154629,125.4509883417352,18.032145204584467,54.50848175973943
35887.75148158159,63.98231660003618,16.186760023751276,76.48212950003062,17.456832718960026,36.19933295560968
62769.507877984564,72.59227297307945,20.213546807935618,112.01514546890301,15.667360587263154,39.50691744165851
63898.24191372635,73.62856209205259,8.629350813426019,117.49093891430037,19.97535322821847,35.92313810859356
71727.34307665966,85.35690521957216,15.412850016524393,120.06415465926081,10.343515939652708,38.18694857097761
41445.739336828774,50.38660018712402,14.289206409610221,83.09451352749501,8.184661239184111,24.844698957257577
40193.15080373586,50.04125273847596,11.897051752642415,74.16658844029966,10.801483246267747,20.719389408868466
67829.12348425346,73.5130318780277,17.140392401818083,112.34219381152896,14.959773655123433,57.13406075869967
64454.77009849779,76.53839054198019,14.668803021149566,103.8168375405041,15.373998703635635,27.836463820180064
63757.39275518815,81.36351130909293,17.464296058782637,108.9169313099381,14.274344586209473,26.103291806524314
65196.72314245463,93.87159605496831,18.613707702069007,111.93188471951129,16.99233389667789,12.159318636755422
49799.62917632264,78.45637373781378,20.27180224565149,93.37519264762949,11.075382976933671,30.332459027725974
63483.80545741505,76.49089797481476,17.23689722612585,122.50929902020367,20.946127584130792,22.12292247911002
64396.08709948022,78.44749018066123,17.77993151332479,108.17989206108916,15.005374740427161,57.70418192163643
49284.72872960448,59.5455435913846,12.696200640340287,114.16200268485744,18.278043518454595,50.11780507211161
87986.61766717135,92.6068392403789,17.428207213839354,148.97589657037003,16.599363549662623,29.742195857867316
67107.49381367682,77.3779098990047,15.309011921391843,119.5373467628377,16.419716453032688,65.0292296641317
42130.44754196027,68.50545412855706,16.45917454641845,82.66576695193338,17.21682148485435,49.78118584389913
69848.30412950745,73.63667304218124,14.782547513866398,124.90545238165188,16.225598494229178,34.10202339789653
45379.77494659018,72.42133011036583,16.732524087244112,89.74320438083433,17.59064826564341,8.007131421517123
71806.26905613678,98.41115056370785,25.987874980492492,132.14680779878282,23.112972614677474,65.4913108710889
77378.93368511106,85.33975872649805,20.414337919269784,151.99551348186066,16.910386054586816,21.325130398836848
47689.76522472434,72.63097635582402,14.916575856870079,95.97367656925675,17.310987787415073,18.2552150365173
74450.64193866483,91.57182508031002,22.33941552853834,140.27355858107424,16.342881881412595,50.270845184115686
66191.71390404747,75.70282362357011,15.131197424470862,110.84743195246843,20.29982808913915,67.27702887607127
72330.90239991735,85.63946625805457,11.731546333174624,126.30678097916348,10.813894691715308,54.61127382212622
88451.89473980921,93.19706085170347,15.955300195003307,159.8971241655747,21.990351790144253,44.76690944062832
56319.17825995694,74.76826794146248,10.602864428141805,101.21074897423979,13.020227525865167,45.137052099983435
48693.95753463766,61.48627668222793,13.168401050210264,107.78805667150426,8.227419906590885,48.240986705363696
46657.28355561715,68.23947187595971,15.291175918962612,99.61508778964483,15.09977043533194,47.10714307744118
47762.845725518426,73.63769034776556,21.07496548899068,92.71818765747051,13.59828301679768,41.37429708763251
58843.47435878844,89.81752069322349,19.45341022527601,119.82974454852202,19.1985972635377,39.250413247422514
65117.279622249654,88.66307603420185,17.642159818703682,128.36294563294425,12.682152028401541,37.24888246520573
64150.36198995029,100.02204176908573,22.491523008913326,129.13365839532216,14.962723169814879,28.952424933599886
72407.74873554036,75.77117361244372,9.732270114842901,110.15442042139419,5.361518110670746,34.63189907759871
60195.02837816861,84.84022339410794,18.43287718344189,108.31402032921284,13.72063787803626,17.684518229655374
81803.01115735975,90.91522675179937,20.949879594430804,136.18895277366747,6.589446571813414,36.819924478463
56030.147501430656,95.51611783303511,14.891658937615741,113.64112720184434,8.13188638734183,26.13690671418899
100802.53749884429,92.39853964575505,22.291043076484044,162.72733013755172,19.728971547522402,24.75692819341075
69385.01021647509,73.23378770807729,17.000557378694836,120.10013330717203,18.24336784821178,40.158729813841745
47142.63665375576,62.291655537813234,13.097884588969581,81.37654399920025,15.631195623830735,54.70402743613519
43936.612529083315,45.12301027435191,13.66679713947164,85.0273994468718,10.23213456932464,49.019799272027754
67237.08622864778,75.08470152038106,23.074783801470346,122.1556527990708,16.731589715873184,19.153992756521877
56648.05822011224,66.39750831653036,15.505225012655039,107.6853851301727,14.637157347434236,26.12446236115595
70710.00741138138,83.9299423115909,18.334153105639643,132.92823014045473,10.866787174921722,49.289254255858594
67098.56436860317,83.67669837893348,16.173422058219288,127.2406209565678,20.865619824534388,26.210151277540284
58907.56631014691,94.106248178247,16.566404118342675,120.22350621527322,18.47937039780549,35.3044022000357
47298.094228973925,77.88309491924485,19.173471687519466,97.8900065050027,14.868184810937183,44.60062518829462
37277.29162971203,56.59733842120319,10.921349285453877,66.62853953006538,13.383948141614287,26.379866541636375
53302.275718994686,62.99721871791323,14.66428151934516,101.93810895922067,15.232815687593758,39.26450607375152
72845.98191485209,88.62678086397631,16.861044789301097,129.95819575774752,6.891373963093167,21.991694060981548
63211.40616195306,64.72451162696541,16.145616221283987,111.27384151030222,13.85497533630281,30.783588272585437
41313.918319320175,83.10293865013564,18.46642711338119,84.34110517281195,12.811991142023162,41.837383209710445
62597.71388776773,89.3530295398735,21.515574263754722,109.69047338045104,12.448192239546755,18.884075197619968
65779.76069593255,74.77609989651248,14.686365787912631,124.11542348120078,13.28150856482997,43.28569685552479
46742.138456983004,50.91393778328103,11.82746586161204,86.79127233944217,20.738985865881702,37.764346412879824
62305.87658918292,90.92224969516387,15.70204630692766,124.12678204622947,17.273985337146335,44.62987945300577
60873.13077669,75.37848001348782,14.973892221794838,111.25106979112881,12.207451707407264,40.68696960877594
42855.44553254065,78.091430439259,17.845616045023405,94.33006682421022,17.644015938931656,54.36968515968613
